RecipeID,OutputItemID,ItemFound,SpriteKey,SpriteFound,RuntimeResult,RootCause
recipe_bansheedagger,bansheedagger,FALSE,bansheedagger,NORMALIZED:banshee_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_bansheegloves,bansheegloves,FALSE,bansheegloves,NORMALIZED:banshee_gloves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_bansheejacket,bansheejacket,FALSE,bansheejacket,NORMALIZED:banshee_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_bansheescream,bansheescream,FALSE,bansheescream,NORMALIZED:banshee_scream,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_beastmasterjacket,beastmasterjacket,FALSE,beastmasterjacket,NORMALIZED:beastmaster_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_beltjacket,beltjacket,FALSE,beltjacket,NORMALIZED:belt_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_blackironarmor,blackironarmor,FALSE,blackironarmor,NORMALIZED:black_iron_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_blackironcutlass,blackironcutlass,FALSE,blackironcutlass,NORMALIZED:black_iron_cutlass,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_blackirondagger,blackirondagger,FALSE,blackirondagger,NORMALIZED:black_iron_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_blackirongauntlets,blackirongauntlets,FALSE,blackirongauntlets,NORMALIZED:black_iron_gauntlets,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_blackironhelm,blackironhelm,FALSE,blackironhelm,NORMALIZED:black_iron_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_blackironingot,blackironingot,FALSE,blackironingot,NORMALIZED:black_iron_ingot,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_blackironscepter,blackironscepter,FALSE,blackironscepter,NORMALIZED:black_iron_scepter,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_bleakboots,bleakboots,FALSE,bleakboots,NORMALIZED:bleak_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_bleakgloves,bleakgloves,FALSE,bleakgloves,NORMALIZED:bleak_gloves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_breathtakingrobe,breathtakingrobe,FALSE,breathtakingrobe,NORMALIZED:breathtaking_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_burningcenser,burningcenser,FALSE,burningcenser,NORMALIZED:burning_censer,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_burningeffigy,burningeffigy,FALSE,burningeffigy,NORMALIZED:burning_effigy,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_celestialarmor,celestialarmor,FALSE,celestialarmor,NORMALIZED:celestial_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_celestialhelmet,celestialhelmet,FALSE,celestialhelmet,NORMALIZED:celestial_helmet,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_celestialmercy,celestialmercy,FALSE,celestialmercy,NONE,FALLBACK_GREY,E_NO_SOURCE_ASSET
recipe_celestialmetal,celestialmetal,FALSE,celestialmetal,NORMALIZED:celestial_metal,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_celestialshield,celestialshield,FALSE,celestialshield,NORMALIZED:celestial_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_celestialsword,celestialsword,FALSE,celestialsword,NORMALIZED:celestial_sword,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ceremonialdagger,ceremonialdagger,FALSE,ceremonialdagger,NORMALIZED:ceremonial_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_chainofredemption,chainofredemption,FALSE,chainofredemption,NORMALIZED:chain_of_redemption,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_championarmor,championarmor,FALSE,championarmor,NORMALIZED:champion_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_cleansingpotion,cleansingpotion,FALSE,cleansingpotion,NORMALIZED:cleansing_potion,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_cloakofredemption,cloakofredemption,FALSE,cloakofredemption,NORMALIZED:cloak_of_redemption,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_cloth,cloth,TRUE,cloth,EXACT,RESOLVED,A_WORKING
recipe_cloth_robe,cloth_robe,TRUE,cloth_robe,EXACT,RESOLVED,A_WORKING
recipe_containmentorb,containmentorb,FALSE,containmentorb,NORMALIZED:containment_orb,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_copperarmor,copperarmor,FALSE,copperarmor,NORMALIZED:copper_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_copperhelmet,copperhelmet,FALSE,copperhelmet,NORMALIZED:copper_helmet,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_copperingot,copperingot,FALSE,copperingot,NORMALIZED:copper_ingot,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_coppersword,coppersword,FALSE,coppersword,NORMALIZED:copper_sword,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_corsairleather,corsairleather,FALSE,corsairleather,NORMALIZED:corsair_leather,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_cottontailjacket,cottontailjacket,FALSE,cottontailjacket,NORMALIZED:cottontail_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_crimsonbrew,crimsonbrew,FALSE,crimsonbrew,NORMALIZED:crimson_brew,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_crimsonleech,crimsonleech,FALSE,crimsonleech,NORMALIZED:crimson_leech,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_crushingdepth,crushingdepth,FALSE,crushingdepth,NORMALIZED:crushing_depth,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_crystaldagger,crystaldagger,FALSE,crystaldagger,NORMALIZED:crystal_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_crystalstaff,crystalstaff,FALSE,crystalstaff,NORMALIZED:crystal_staff,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_cunningdemise,cunningdemise,FALSE,cunningdemise,NORMALIZED:cunning_demise,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_cunningdownfall,cunningdownfall,FALSE,cunningdownfall,NORMALIZED:cunning_downfall,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_cursedbow,cursedbow,FALSE,cursedbow,NORMALIZED:cursed_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_cursedclaws,cursedclaws,FALSE,cursedclaws,NORMALIZED:cursed_claws,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_cursedhelm,cursedhelm,FALSE,cursedhelm,NORMALIZED:cursed_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_cursedjacket,cursedjacket,FALSE,cursedjacket,NORMALIZED:cursed_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_cursedscepter,cursedscepter,FALSE,cursedscepter,NORMALIZED:cursed_scepter,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_deathrayscepter,deathrayscepter,FALSE,deathrayscepter,NORMALIZED:death_ray_scepter,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_deepseajacket,deepseajacket,FALSE,deepseajacket,NORMALIZED:deep_sea_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_deepsearobe,deepsearobe,FALSE,deepsearobe,NORMALIZED:deep_sea_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_deepseavelvet,deepseavelvet,FALSE,deepseavelvet,NORMALIZED:deep_sea_velvet,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_diamondamulet,diamondamulet,FALSE,diamondamulet,NORMALIZED:diamond_amulet,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_divineembryo,divineembryo,FALSE,divineembryo,NORMALIZED:divine_embryo,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_divinelarvae,divinelarvae,FALSE,divinelarvae,NORMALIZED:divine_larvae,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_djinntonic,djinntonic,FALSE,djinntonic,NORMALIZED:djinn_tonic,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_dreamwroughtarmor,dreamwroughtarmor,FALSE,dreamwroughtarmor,NORMALIZED:dreamwrought_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_dreamwroughtboots,dreamwroughtboots,FALSE,dreamwroughtboots,NORMALIZED:dreamwrought_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_dreamwroughtbow,dreamwroughtbow,FALSE,dreamwroughtbow,NORMALIZED:dreamwrought_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_dreamwroughtgloves,dreamwroughtgloves,FALSE,dreamwroughtgloves,NORMALIZED:dreamwrought_gloves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_dreamwroughtjacket,dreamwroughtjacket,FALSE,dreamwroughtjacket,NORMALIZED:dreamwrought_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_dreamwroughtrobe,dreamwroughtrobe,FALSE,dreamwroughtrobe,NORMALIZED:dreamwrought_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_dreamwroughtsilk,dreamwroughtsilk,FALSE,dreamwroughtsilk,NORMALIZED:dreamwrought_silk,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_dreamwroughtstaff,dreamwroughtstaff,FALSE,dreamwroughtstaff,NORMALIZED:dreamwrought_staff,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_dryadsblessing,dryadsblessing,FALSE,dryadsblessing,NORMALIZED:dryads_blessing,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_dryadscurse,dryadscurse,FALSE,dryadscurse,NORMALIZED:dryads_curse,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_duelistarmor,duelistarmor,FALSE,duelistarmor,NORMALIZED:duelist_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_elasticboots,elasticboots,FALSE,elasticboots,NORMALIZED:elastic_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_elasticrobe,elasticrobe,FALSE,elasticrobe,NORMALIZED:elastic_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_eldritchmitre,eldritchmitre,FALSE,eldritchmitre,NORMALIZED:eldritch_mitre,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_eldritchseal,eldritchseal,FALSE,eldritchseal,NORMALIZED:eldritch_seal,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_electriccatalyst,electriccatalyst,FALSE,electriccatalyst,NORMALIZED:electric_catalyst,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_elixirofaffinity,elixirofaffinity,FALSE,elixirofaffinity,NORMALIZED:elixir_of_affinity,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_emeraldring,emeraldring,FALSE,emeraldring,NORMALIZED:emerald_ring,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_enchantedstaff,enchantedstaff,FALSE,enchantedstaff,NORMALIZED:enchanted_staff,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_enlightedservant,enlightedservant,FALSE,enlightedservant,NORMALIZED:enlighted_servant,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_essenceofcorruption,essenceofcorruption,FALSE,essenceofcorruption,NORMALIZED:essence_of_corruption,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_exoticboots,exoticboots,FALSE,exoticboots,NORMALIZED:exotic_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_exoticrobe,exoticrobe,FALSE,exoticrobe,NORMALIZED:exotic_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_fangdagger,fangdagger,FALSE,fangdagger,NORMALIZED:fang_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_featherrobe,featherrobe,FALSE,featherrobe,NORMALIZED:feather_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_firecatalyst,firecatalyst,FALSE,firecatalyst,NORMALIZED:fire_catalyst,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_fleetfootarmor,fleetfootarmor,FALSE,fleetfootarmor,NORMALIZED:fleetfoot_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_fleetfootboots,fleetfootboots,FALSE,fleetfootboots,NORMALIZED:fleetfoot_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_fleetfootgloves,fleetfootgloves,FALSE,fleetfootgloves,NORMALIZED:fleetfoot_gloves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_fleetfootjacket,fleetfootjacket,FALSE,fleetfootjacket,NORMALIZED:fleetfoot_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_fleetfootrobe,fleetfootrobe,FALSE,fleetfootrobe,NORMALIZED:fleetfoot_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_flyingreaper,flyingreaper,FALSE,flyingreaper,NORMALIZED:flying_reaper,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_focusedscepter,focusedscepter,FALSE,focusedscepter,NORMALIZED:focused_scepter,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_frostmetalarmor,frostmetalarmor,FALSE,frostmetalarmor,NORMALIZED:frostmetal_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_frostmetaldagger,frostmetaldagger,FALSE,frostmetaldagger,NORMALIZED:frostmetal_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_frostmetalingot,frostmetalingot,FALSE,frostmetalingot,NORMALIZED:frostmetal_ingot,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_frostmetalsword,frostmetalsword,FALSE,frostmetalsword,NORMALIZED:frostmetal_sword,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_frozeneggpendant,frozeneggpendant,FALSE,frozeneggpendant,NORMALIZED:frozen_egg_pendant,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_frozenembrace,frozenembrace,FALSE,frozenembrace,NORMALIZED:frozen_embrace,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_fullmoondagger,fullmoondagger,FALSE,fullmoondagger,NORMALIZED:fullmoon_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_gemofprotection,gemofprotection,FALSE,gemofprotection,NORMALIZED:gem_of_protection,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ghastlycuirass,ghastlycuirass,FALSE,ghastlycuirass,NORMALIZED:ghastly_cuirass,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ghastlyscimitar,ghastlyscimitar,FALSE,ghastlyscimitar,NORMALIZED:ghastly_scimitar,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ghastlyshield,ghastlyshield,FALSE,ghastlyshield,NORMALIZED:ghastly_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ghostrabbitcloak,ghostrabbitcloak,FALSE,ghostrabbitcloak,NORMALIZED:ghost_rabbit_cloak,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ghostwoodboard,ghostwoodboard,FALSE,ghostwoodboard,NORMALIZED:ghostwood_board,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ghostwoodbow,ghostwoodbow,FALSE,ghostwoodbow,NORMALIZED:ghostwood_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ghostwoodshield,ghostwoodshield,FALSE,ghostwoodshield,NORMALIZED:ghostwood_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_glass,glass,TRUE,glass,EXACT,RESOLVED,A_WORKING
recipe_glassknife,glassknife,FALSE,glassknife,NORMALIZED:glass_knife,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_goldenarmor,goldenarmor,FALSE,goldenarmor,NORMALIZED:golden_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_goldenboots,goldenboots,FALSE,goldenboots,NORMALIZED:golden_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_goldengauntlets,goldengauntlets,FALSE,goldengauntlets,NORMALIZED:golden_gauntlets,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
